source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
the-irish-times,The Irish Times,Gordon Deegan,Meath twin YouTubers pay themselves €1.7m,Ryan and Scott Fitzsimons operate hugely popular Minecraft channel,https://www.irishtimes.com/business/technology/meath-twin-youtubers-pay-themselves-1-7m-1.4023947,https://www.irishtimes.com/image-creator/?id=1.4023946&origw=620,2019-09-19T15:16:52Z,"Co Meath twenty-something twins Ryan and Scott Fitzsimons last year shared 1.7 million in pay from the company behind their hugely popular YouTube Minecraft channel. 
The latest accounts filed by Little Lizard Ltd show that the 1.692 million paid to the two … [+1066 chars]",0.0,0.0,0.0,0.0,0.0
cbs-news,CBS News,Grace Segers,"Condoleezza Rice: ""I'm relieved"" that U.S. walked away from talks with Taliban","Rice said there were some ""bad tell-tale signs"" that the Taliban was not willing to negotiate seriously with the U.S.",https://www.cbsnews.com/news/condoleezza-rice-im-relieved-that-u-s-walked-away-from-talks-with-taliban/,https://cbsnews3.cbsistatic.com/hub/i/r/2019/09/10/27027871-71a8-4cae-b486-27c09532600f/thumbnail/1200x630/0b7ae11cd1900be7b95dc5c4c0cbd6bc/0910-ctm-condoleezariceqa-1930464-640x360.jpg,2019-09-10T13:00:05Z,"Former Secretary of State Condoleezza Rice says she's ""relieved"" that the U.S. walked away from talks with the Taliban to withdraw troops from Afghanistan. President Trump announced the abrupt end of negotiations after a plan to meet with representatives of t… [+2264 chars]",0.0,923.0,461.0,262.0,0.0
abc-news,ABC News,The Associated Press,The Latest: US 'ready' to deploy resources from reserves,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/International/wireStory/latest-us-ready-deploy-resources-reserves-65620790,https://s.abcnews.com/images/International/WireAP_637dd67e79174f7bb88290dce2740f6a_16x9_992.jpg,2019-09-15T05:24:12Z,"The Latest on the explosion and fire at a major oil facility in Saudi Arabia (all times local):
3:10 a.m.
The U.S. Energy Department says the U.S. ""stands ready to deploy resources from the Strategic Petroleum Oil Reserves if necessary to offset any disrupt… [+6600 chars]",0.0,17.0,6.0,59.0,0.0
abc-news,ABC News,The Associated Press,India's PM says villages are open-defecation free now,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/Health/wireStory/indias-pm-villages-open-defecation-free-now-66009183,https://s.abcnews.com/images/International/WireAP_9cdc16ba0be745ec822856d6abb0086c_16x9_992.jpg,2019-10-02T17:26:09Z,"India's prime minister said Wednesday the country's villages now all have access to toilets as his government announced another ambitious campaign aimed at eliminating single-use plastics within three years.
Nearly 600 million people have been given access t… [+2658 chars]",0.0,0.0,0.0,0.0,0.0
reuters,Reuters,Reuters Editorial,AMS to publish results of its Osram takeover offer on Friday,"Austrian sensor specialist AMS will publish the result of its takeover bid for German lighting group Osram on Friday, a company spokesman said ahead of a public holiday in Germany on Thursday.",https://uk.reuters.com/article/us-osram-licht-m-a-ams-idUKKBN1WH22L,https://s3.reutersmedia.net/resources/r/?m=02&d=20191002&t=2&i=1436324856&w=1200&r=LYNXMPEF911EJ,2019-10-02T16:56:31Z,"FRANKFURT (Reuters) - Austrian sensor specialist AMS (AMS.S) will publish the result of its takeover bid for German lighting group Osram (OSRn.DE) on Friday, a company spokesman said ahead of a public holiday in Germany on Thursday. 
AMS (AMS.S) had secured … [+1044 chars]",0.0,0.0,0.0,0.0,0.0
cnn,CNN,"Maeve Reston, CNN","In the Texas suburbs, voters feel apathy and desire for a uniter","Here in a well-trimmed neighborhood of Tarrant County, the mass shootings of the past few months feel unnervingly close for Amanda Crump. First, it was the gunman who killed 22 people at an El Paso Walmart. Then it was the seemingly haphazard rampage of the s…",https://www.cnn.com/2019/09/12/politics/democrats-suburbs-2020-election/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190912141038-forth-worth-tarrant-county-vote-2016-file-super-tease.jpg,2019-09-12T18:48:58Z,"Fort Worth, Texas (CNN)Here in a well-trimmed neighborhood of Tarrant County, the mass shootings of the past few months feel unnervingly close for Amanda Crump. First, it was the gunman who killed 22 people at an El Paso Walmart. Then it was the seemingly hap… [+7607 chars]",0.0,1.0,0.0,16.0,0.0
cnn,CNN,"Ariane de Vogue, CNN Supreme Court Reporter",'Do you really want me to rule the country?': Neil Gorsuch on the Supreme Court's right turn,"As the Supreme Court launches a term filled with some of the most bitterly divisive and provocative issues of the day, conservative Justice Neil Gorsuch has a message for anyone who might believe that it's a judge's job to fix politics: ""Do you really want me…",http://us.cnn.com/2019/09/10/politics/neil-gorsuch-precedent-north-korea-washington-nationals-trump/index.html,https://cdn.cnn.com/cnnnext/dam/assets/170201004918-gorsuch-trump-super-tease.jpg,2019-09-10T09:31:40Z,,1.0,0.0,0.0,0.0,0.0
business-insider,Business Insider,Kate Taylor,From McDonald's Szechuan Sauce to the Popeyes' sandwich: 6 out-of-control fast-food menu launches that shook America to its core,"Popeyes' chicken sandwich recently took over America, sparking endless fast-food-centric debate and sending thousands of people to stores to try the new menu item. The chicken sandwich joins just a handful of launches that shook the country, with menu items g…",https://www.businessinsider.com/biggest-fast-food-menu-item-launches-american-history-2019-8,https://amp.businessinsider.com/images/5d6955812e22af5a4a5866c3-1536-768.jpg,2019-09-03T13:51:21Z,"Fast-food chains add new items to the menu all the time. 
 Executives spend months developing a new dessert or sandwich, testing the menu item, and then finally letting the general public try the fruits of their labor. Ideally, this will bring more customers… [+850 chars]",0.0,40.0,0.0,13.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,Elephant and Castle stabbings: Norman Bertran-Tavarez named as victim,"Norman Bertran-Tavarez, 24, was attacked outside Elephant and Castle station on Sunday evening.",https://www.bbc.co.uk/news/uk-england-london-49568318,https://ichef.bbci.co.uk/news/1024/branded_news/11F2E/production/_108581537_mediaitem108581536.jpg,2019-09-03T13:01:47Z,"Image copyrightPA MediaImage caption
 The death brings the number of homicides in the capital to a total of 92 this year
A 24-year-old man has been named as the victim of a fatal stabbing at a Tube station.
Norman Bertran-Tavarez died after he was attacked… [+671 chars]",0.0,3.0,0.0,1.0,0.0
cnn,CNN,"Julia Horowitz, CNN Business",JPMorgan has created a 'Volfefe Index' to track how Trump's tweets move markets,"President Donald Trump tweets a lot about his trade war, the Federal Reserve, individual publicly traded companies. For investors and businesses, those tweets have consequences.",https://www.cnn.com/2019/09/09/investing/jpmorgan-trump-tweets-volfefe-index/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190909124239-01-donald-trump-0904-super-tease.jpg,2019-09-09T11:56:21Z,"...Additionally, the remaining 300 BILLION DOLLARS of goods and products from China, that was being taxed from September 1st at 10%, will now be taxed at 15%. Thank you for your attention to this matter!
— Donald J. Trump (@realDonaldTrump) August 23, 2019",0.0,997.0,572.0,344.0,0.0
newsweek,Newsweek,Tufayel Ahmed,Man Who Looks Like 'Breaking Bad's' Walter White Wanted By Police,"And his charges are meth-related, too.",https://www.newsweek.com/man-looks-like-breaking-bad-walter-white-wanted-police-1458878,https://d.newsweek.com/en/full/1526886/walter-white-lookalike-wanted.jpg,2019-09-12T08:12:56Z,"A man wanted by police in Illinois has gone viral for his uncanny resemblance to Walter White, the methamphetamine-dealing protagonist in hit TV series Breaking Bad.
Much like Bryan Cranston's Walter White (a.k.a. Heisenberg) the man, named Todd W. Barrick J… [+2272 chars]",0.0,25.0,6.0,14.0,0.0
reuters,Reuters,Reuters Editorial,Syria's Assad issues amnesty reducing punishment for crimes,Syrian President Bashar al-Assad issued an amnesty on Sunday that reduces sentences for crime and pardons draft dodgers if they report for duty within three to six months.,https://www.reuters.com/article/us-syria-security-amnesty-idUSKBN1W00IN,https://s1.reutersmedia.net/resources/r/?m=02&d=20190915&t=2&i=1430134631&w=1200&r=LYNXMPEF8E0H2,2019-09-15T14:59:06Z,"BEIRUT (Reuters) - Syrian President Bashar al-Assad issued an amnesty on Sunday that reduces sentences for crime and pardons draft dodgers if they report for duty within three to six months. 
The decree applies to crimes committed before Sept. 14, the presid… [+1360 chars]",0.0,0.0,0.0,21.0,0.0
newsweek,Newsweek,Tufayel Ahmed,"Ric Flair, WWE in Dispute Over Becky Lynch's 'The Man' Moniker, Flair in Rift with Daughter Charlotte Flair",The wrestling legend says he feels disrespected by the wrestling league.,https://www.newsweek.com/ric-flair-wwe-man-trademark-dispute-becky-lynch-charlotte-flair-1457837,https://d.newsweek.com/en/full/1525318/ric-flair.jpg,2019-09-05T13:56:03Z,"Wrestling legend Ric Flair is in a dispute with WWE over the use of the moniker ""The Man,"" the nickname once used to describe him and now used to describe one of WWE's hottest acts, Becky Lynch.
Flair made famous the catchphrase, ""To be the man you gotta bea… [+2684 chars]",0.0,3.0,1.0,2.0,0.0
abc-news,ABC News,The Associated Press,Students keep up the heat with worldwide climate protests,"Students in Italy symbolically torched a replica of planet Earth, part of a second wave of worldwide protests demanding swifter action to fight climate change",https://abcnews.go.com/Technology/wireStory/students-heat-worldwide-climate-protests-65906512,https://s.abcnews.com/images/Technology/WireAP_6061a96dc5b94cb7b4d2506c564da448_16x9_992.jpg,2019-09-27T16:47:20Z,"Students in Italy symbolically torched a replica of planet Earth on Friday, part of a second wave of worldwide protests demanding swifter action to fight climate change.
The demonstrations were sparked by Swedish teenager Greta Thunberg, with many participan… [+3753 chars]",0.0,0.0,1.0,1.0,0.0
the-irish-times,The Irish Times,Johnny Watterson,Munster experience should prove too much for visiting Dragons,"Pro14 preview: Saturday, Munster v Dragons 3pm Thomond Park. Live onTG4, Eir Sport 1 and Free Sports.",https://www.irishtimes.com/sport/rugby/pro14/munster-experience-should-prove-too-much-for-visiting-dragons-1.4032688,https://www.irishtimes.com/image-creator/?id=1.4032637&origw=1440,2019-09-27T14:40:34Z,"It doesnt matter if it is the first Pro14 League game of the season. It doesnt matter if Munster are missing their core. 
Dragons director of rugby Dean Ryan summed up his sides challenge in Limerick: We know there is no hiding place in Munster. Thomond Park… [+1471 chars]",0.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,Iraq anti-government protests lead to deadly clashes,"Thousands take to the streets to show their anger at unemployment, poor services and corruption.",https://www.bbc.co.uk/news/world-middle-east-49909774,https://ichef.bbci.co.uk/news/1024/branded_news/A4D3/production/_109059124_mediaitem109059120.jpg,2019-10-02T17:15:50Z,"Image copyrightReutersImage caption
 The protests, which appear to lack any leadership, are the largest in Iraq for more than a year
At least five people have been killed and hundreds wounded since Tuesday in clashes between anti-government protesters and s… [+2513 chars]",0.0,5.0,2.0,50.0,0.0
cnn,CNN,,"10 days later, Pompeo admits he was on the Ukraine call - CNN Video","Despite previously evading questions on his involvement, Secretary of State Mike Pompeo confirmed has was on the phone during President Trump's controversial phone call with the President of Ukraine.",http://us.cnn.com/videos/politics/2019/10/02/pompeo-call-trump-ukraine-orig-me.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191002072714-pompeo-call-italy-presser-super-tease.jpg,2019-10-02T17:23:53.3177868Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,1.0,0.0,0.0,0.0,0.0
business-insider,Business Insider,Adrian Shepherd,A productivity expert on the 5 mistakes you're probably making in meetings without realizing it,"Adrian Shepherd is a British productivity consultant who's lived and worked in Japan for the past 24 years. He says that meetings can come at a cost to businesses — an estimated $37 billion a year, according to The Muse. Unfortunately, the time spent in meeti…",https://www.businessinsider.com/five-mistakes-youre-probably-making-in-meetings-dont-even-know-2019-9,https://amp.businessinsider.com/images/5cd9cf45021b4c29c2615978-1334-667.jpg,2019-09-06T12:45:00Z,"How much are your meetings costing you? My answer: Too much. Most people's answer: We don't know (and that's not good). According to a survey conducted by The Muse, an estimated $37 billion is wasted in meetings each year. What's worse is that Highfive has fo… [+826 chars]",0.0,2.0,0.0,4.0,0.0
business-insider,Business Insider,Sahar Esfandiari,India failed in its attempt to be the 4th country to make a soft landing on the the moon when its lander crashed on the lunar surface,"India says its moon lander Vikram has been found in one piece on the lunar surface, after it lost contact and crash landed. The lander diverged from its intended path 1.3 miles (2.1 kilometres) above the surface of the moon and lost communication with Earth o…",https://www.businessinsider.com/india-moon-lander-vikram-found-after-crash-landing-2019-9,https://amp.businessinsider.com/images/5d7622d62e22af6361616c39-750-375.jpg,2019-09-09T11:33:47Z,"India says it has located its moon lander Vikram in one piece after it was believed to have crashed on the moon's surface whilst attempting to land on Saturday. 
 Asian News International (ANI) reported on Sunday that the Indian Space Research Organization (… [+2058 chars]",0.0,793.0,559.0,126.0,0.0
